"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
168,"AGR","Avangrid, Inc.","Utilities","Utilities - Regulated Electric","USA",14034.58,22.07,20.20,5.52,2.24,0.92,138.96,,3.87%,85.40%,2.06,9.30%,13.17%,10.50%,4.00%,6.60%,-42.00%,-1.10%,309.49,56.71,81.68%,0.00%,15.00%,0.62%,4.77%,4.02,1.80%,4.20%,3.70%,0.50,0.40,0.47,0.58,77.50%,13.80%,10.20%,2.39%,-2.26%,-9.85%,5.40%,-11.08%,-11.08%,0.22,0.92,1.53%,2.00%,-0.09%,-4.98%,-2.38%,-17.05%,2.90%,-20.60%,27.60%,44.37,0.46%,-0.55%,3.50,672.97,0.55,45.45,-0.09%,368494,10/20/2020 4:30:00 PM,48.50,12/17/2015,45.45,0.00%
169,"AGRO","Adecoagro S.A.","Consumer Defensive","Farm Products","Luxembourg",793.90,,65.25,,0.92,0.92,3.72,2.76,,,-0.32,96.90%,,-15.70%,-0.60%,4.10%,165.60%,5.60%,117.74,117.34,,,71.20%,0.78%,0.50%,2.80,-1.60%,-4.30%,4.60%,1.80,1.00,1.03,1.31,24.40%,18.20%,-4.40%,7.15%,6.63%,41.11%,51.84%,-21.27%,-21.27%,1.20,0.23,3.70%,3.74%,8.25%,19.91%,42.89%,1.04%,49.11%,-20.19%,105.44%,68.62,3.66%,-0.46%,2.30,210.89,0.66,6.80,3.19%,138202,,6.44,1/28/2011,6.80,0.00%
170,"AGRX","Agile Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",254.39,,,,,3.83,3.54,,,,-0.50,34.70%,9.40%,23.20%,,,-115.00%,,87.35,67.15,0.70%,1.49%,50.10%,-1.22%,5.05%,3.92,-45.90%,-56.80%,,10.20,10.20,0.24,0.24,,,,-2.02%,3.19%,-4.28%,3.56%,16.40%,16.40%,1.34,0.12,3.74%,4.62%,-1.61%,-0.94%,4.19%,-8.65%,7.09%,-39.77%,112.59%,47.02,-1.71%,0.34%,1.60,864.44,0.98,2.87,-1.37%,843323,11/12/2020 4:30:00 PM,,5/23/2014,2.86,-0.35%
171,"AGS","PlayAGS, Inc.","Consumer Cyclical","Gambling","USA",246.97,,,,1.25,3.99,2.18,11.59,,,-1.87,43.60%,49.10%,17.00%,,33.40%,-99.00%,-37.90%,35.65,35.38,0.90%,0.00%,83.30%,-3.06%,6.77%,4.51,-8.70%,-69.80%,4.40%,4.80,4.10,9.91,10.02,69.80%,-15.90%,-33.70%,9.85%,45.12%,101.69%,96.69%,-41.14%,-41.14%,,0.42,6.44%,7.26%,17.63%,50.25%,82.50%,-1.50%,188.00%,-41.51%,926.96%,80.93,-0.69%,1.54%,2.10,531.54,0.64,7.20,0.84%,339756,11/5/2020 4:30:00 PM,6.03,1/26/2018,7.20,0.01%
172,"AGT","iShares MSCI Argentina and Global Exposure ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02%,7.23%,31.56%,27.21%,15.21%,15.21%,,0.29,0.56%,0.42%,1.66%,9.84%,26.66%,-1.24%,28.80%,-1.24%,110.84%,63.27,-1.01%,0.00%,,1.55,0.71,26.02,-1.01%,1101,,,4/27/2017,,
173,"AGTC","Applied Genetic Technologies Corporation","Healthcare","Biotechnology","USA",114.02,,,,45.61,1.94,1.71,,,,-2.14,2.30%,1.40%,-7.80%,,0.80%,6.30%,,25.82,25.63,0.30%,0.00%,69.00%,-5.29%,3.99%,3.61,-53.30%,-73.10%,-58.30%,5.30,5.30,0.17,0.17,,,,-6.43%,-4.95%,-13.17%,-27.62%,-6.64%,-6.64%,2.37,0.28,7.29%,6.67%,-10.16%,-14.87%,-16.51%,-28.99%,5.41%,-60.75%,78.60%,38.91,-3.08%,0.00%,1.90,282.96,0.78,4.09,-3.08%,221758,,,3/27/2014,4.09,0.02%
174,"AGX","Argan, Inc.","Industrials","Engineering & Construction","USA",704.14,275.15,18.46,27.52,2.05,2.14,1.59,4.80,2.23%,220.90%,0.16,-182.40%,78.02%,-27.20%,10.00%,-9.00%,234.70%,118.00%,15.68,14.91,1.00%,-32.25%,86.90%,1.89%,1.26%,1.90,1.30%,2.10%,-14.40%,2.10,2.10,0.00,0.00,13.20%,0.30%,2.10%,2.33%,-0.32%,9.39%,2.26%,16.65%,16.65%,0.58,1.42,1.82%,3.53%,-3.10%,-0.13%,8.78%,-16.56%,13.61%,-16.56%,55.28%,45.77,-0.69%,-0.11%,2.00,98.98,0.62,44.49,-0.80%,61750,,60.50,10/13/1995,44.49,0.00%
175,"AGYS","Agilysys, Inc.","Technology","Software - Application","USA",929.63,,51.22,,6.38,11.61,10.85,66.40,,,-1.12,-161.10%,4.14%,-23.30%,0.05%,9.20%,277.30%,-15.50%,23.42,21.79,2.50%,-0.23%,,1.33%,3.19%,4.33,-15.30%,-32.60%,-47.70%,2.50,2.50,0.00,0.00,56.50%,-16.40%,-17.80%,-7.77%,3.51%,60.06%,120.97%,52.18%,52.18%,1.42,1.68,3.13%,4.12%,-3.13%,9.43%,58.29%,-9.96%,53.18%,-9.96%,204.36%,49.82,-1.06%,0.31%,2.50,160.77,0.52,38.38,-0.75%,84166,10/27/2020 4:30:00 PM,35.67,3/17/1980,38.39,0.02%
176,"AGZ","iShares Agency Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07%,-1.14%,-1.29%,-1.13%,3.41%,3.41%,,0.18,0.08%,0.11%,-0.01%,-0.59%,-0.99%,-1.22%,0.22%,-3.73%,3.50%,37.67,0.03%,0.00%,,65.35,0.60,119.55,0.03%,39399,,,11/7/2008,,
177,"AGZD","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06%,0.08%,0.66%,-0.01%,-2.02%,-2.02%,,0.17,0.39%,0.35%,0.02%,0.19%,0.56%,-0.67%,0.79%,-2.38%,10.14%,54.08,-0.21%,0.28%,,11.79,0.22,47.13,0.06%,2597,,,12/18/2013,,
178,"AHACU","Alpha Healthcare Acquisition Corp.","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,,2.95%,,79.27%,,,0.05,,,,,,,,,,,0.29%,4.81%,5.13%,,,4.50%,,0.10,1.19%,0.90%,3.21%,5.24%,5.51%,-1.40%,7.52%,-1.40%,7.52%,78.39,0.96%,0.19%,,46.06,1.64,10.57,1.15%,75420,,,9/18/2020,,
179,"AHC","A.H. Belo Corporation","Communication Services","Publishing","USA",30.00,,,,0.19,0.62,0.69,,11.11%,,-0.29,137.00%,,-35.40%,,-7.60%,97.50%,-12.50%,21.41,18.34,2.78%,0.00%,56.40%,-1.73%,0.08%,0.26,-4.60%,-11.70%,8.90%,2.80,2.70,0.00,0.00,92.60%,-8.80%,-3.90%,0.70%,-4.64%,2.13%,-16.28%,-48.94%,-48.94%,0.49,0.06,4.16%,4.15%,2.42%,3.98%,-1.88%,-5.63%,14.39%,-50.49%,17.05%,57.37,4.86%,0.00%,,55.25,3.92,1.51,4.86%,216837,10/27/2020 8:30:00 AM,,1/23/2008,1.48,-1.99%
180,"AHCO","AdaptHealth Corp.","Healthcare","Medical Devices","USA",3420.04,,26.52,,3.44,4.84,12.56,,,,-0.11,130.30%,603.45%,,15.58%,,-601.90%,108.40%,57.37,34.88,1.60%,-56.94%,56.20%,106.45%,2.72%,1.83,,,6.60%,1.50,1.40,1.61,1.67,40.40%,,,-1.71%,26.83%,73.64%,101.65%,244.90%,244.90%,,2.07,4.64%,6.42%,2.33%,17.05%,67.82%,-5.54%,47.64%,-5.54%,265.01%,59.91,-0.87%,0.05%,1.30,517.43,0.87,37.56,-0.82%,450342,11/4/2020 8:30:00 AM,42.21,5/24/2018,37.56,0.00%
181,"AHH","Armada Hoffler Properties, Inc.","Real Estate","REIT - Diversified","USA",861.36,24.53,22.44,4.91,2.35,1.85,11.70,28.24,3.96%,119.30%,0.45,53.00%,2.06%,2.10%,5.00%,8.90%,-16.70%,40.60%,57.92,56.84,0.60%,2.20%,86.70%,0.51%,0.82%,1.56,1.40%,7.50%,3.30%,,,2.60,2.60,31.50%,13.50%,7.00%,2.40%,4.71%,19.98%,8.92%,-39.46%,-39.46%,0.78,0.37,2.87%,3.11%,2.01%,8.69%,16.25%,-3.53%,36.83%,-42.25%,75.31%,56.91,1.26%,-0.27%,2.20,297.69,0.60,11.22,0.99%,177409,11/5/2020 8:30:00 AM,11.44,5/8/2013,11.22,0.01%
182,"AHPI","Allied Healthcare Products, Inc.","Healthcare","Medical Devices","USA",20.87,,,,0.61,2.37,,,,,-0.64,-42.90%,,-11.10%,,-2.10%,75.00%,27.50%,4.01,2.81,2.30%,0.00%,9.60%,-23.84%,14.65%,0.91,-14.50%,-27.80%,-26.20%,1.50,0.40,0.10,0.40,18.10%,-7.60%,-7.50%,3.84%,1.38%,-6.88%,-56.26%,322.70%,322.70%,-5.07,0.46,12.10%,9.00%,-3.72%,-3.82%,-45.70%,-40.10%,15.95%,-89.18%,329.07%,46.59,-4.70%,-0.58%,,451.39,0.57,4.87,-5.25%,255726,,,1/14/1992,4.93,1.20%
183,"AHT","Ashford Hospitality Trust, Inc.","Real Estate","REIT - Hotel & Motel","USA",151.27,,,,0.20,,1.25,,,,-46.05,10.00%,47.50%,-14.80%,5.00%,13.60%,-182.70%,-75.10%,53.21,13.85,0.20%,150.99%,7.10%,-7.81%,16.62%,0.31,-11.20%,-753.10%,2.50%,,,,,13.80%,-35.50%,-63.20%,6.56%,-1.89%,57.58%,-65.56%,-90.68%,-90.68%,2.44,0.54,14.69%,16.97%,-17.63%,-8.05%,-46.80%,-55.50%,103.94%,-90.88%,103.94%,44.13,-0.77%,0.38%,2.80,7331.16,0.92,2.59,-0.38%,6709752,,3.20,8/26/2003,2.60,0.39%
184,"AI","C3.ai, Inc.","Real Estate","REIT - Mortgage","USA",14079.02,,,,85.48,,48.48,,,,-0.57,-108.10%,,,,,48.20%,6.20%,95.88,57.50,6.30%,0.00%,17.55%,,3.68%,0.22,,,38.80%,3.00,3.00,,,75.10%,-35.50%,-33.40%,-17.26%,,,,,58.76%,,20.90,13.02%,,3.65%,3.65%,3.65%,-24.55%,54.12%,-24.55%,54.12%,,-3.71%,-1.87%,,9484.07,0.24,138.75,-5.51%,2311583,,,12/9/2020,139.00,0.18%
185,"AIA","iShares Asia 50 ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24%,6.60%,21.28%,32.86%,31.97%,31.97%,,1.02,0.47%,0.67%,3.28%,7.30%,25.34%,-0.31%,17.76%,-0.31%,89.46%,69.11,-0.54%,0.62%,,178.81,0.81,87.17,0.08%,144338,,,11/16/2007,86.95,-0.25%
186,"AIEQ","AI Powered Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14%,5.35%,15.95%,24.91%,25.31%,25.31%,,0.56,1.94%,1.44%,0.20%,6.53%,20.72%,-3.72%,20.71%,-3.72%,85.37%,57.35,-0.73%,0.25%,,18.95,0.65,35.48,-0.48%,12359,,,10/18/2017,,
187,"AIF","Apollo Tactical Income Fund Inc.","Financial","Asset Management","USA",209.00,,,,8.41,1.00,,,6.30%,,-1.11,,,,,,,-20.60%,14.46,,,,40.71%,,,0.60,,,,,,,,,,,2.12%,7.32%,14.50%,15.96%,-3.62%,-3.62%,,0.11,0.60%,0.72%,2.84%,8.02%,16.58%,0.14%,17.04%,-8.23%,76.15%,86.57,0.14%,0.07%,,49.07,0.80,14.48,0.21%,39112,,,2/26/2013,,
188,"AIG","American International Group, Inc.","Financial","Insurance - Diversified","USA",32385.01,,8.58,,0.71,0.51,10.15,35.05,3.41%,,-5.88,-45.80%,75.49%,-6.80%,1.93%,-5.00%,-56.30%,-21.00%,867.71,861.06,0.05%,-5.82%,92.10%,-0.11%,1.62%,2.42,-0.90%,-8.00%,5.50%,,,0.60,0.00,,-9.20%,-10.90%,1.96%,-2.39%,36.29%,26.84%,-26.90%,-26.90%,1.38,0.98,2.03%,2.22%,-1.59%,3.30%,23.69%,-8.92%,27.43%,-32.90%,135.59%,51.33,0.88%,0.03%,2.40,5771.85,0.50,37.86,0.91%,2865317,11/5/2020 4:30:00 PM,40.07,4/3/1972,37.50,-0.95%
189,"AIH","Aesthetic Medical International Holdings Group Limited","Healthcare","Medical Care Facilities","China",111.62,,1.85,,0.94,1.65,11.05,,,,-1.40,153.40%,200.00%,,,,-114.60%,18.20%,23.61,23.61,,,4.20%,-4.99%,0.19%,0.50,-19.30%,-44.50%,-3.60%,0.50,0.40,0.88,1.34,60.70%,-29.60%,-27.80%,5.92%,-21.46%,13.38%,-20.56%,-24.77%,-24.77%,,0.44,9.90%,9.37%,9.59%,0.41%,-13.73%,-31.82%,22.56%,-50.55%,38.32%,56.37,9.79%,-0.62%,2.00,89.00,2.25,5.27,9.11%,200343,11/30/2020 8:30:00 AM,8.00,10/25/2019,,
190,"AIHS","Senmiao Technology Limited","Financial","Credit Services","China",47.22,,,,6.47,8.23,10.73,,,,-0.29,-145.10%,,,,,-190.30%,-76.30%,37.80,29.36,32.82%,0.00%,0.90%,92.64%,0.15%,0.01,-80.70%,-358.10%,-58.60%,0.70,0.70,0.63,1.90,29.20%,,,3.38%,-23.57%,75.41%,40.79%,59.70%,59.70%,,0.12,8.02%,8.10%,-5.91%,-6.75%,51.20%,-45.96%,12.63%,-54.47%,311.54%,45.87,0.00%,0.00%,,4222.89,0.15,1.07,0.00%,615007,11/20/2020 8:30:00 AM,,3/16/2018,1.05,-1.87%
191,"AIKI","AIkido Pharma Inc.","Healthcare","Biotechnology","USA",29.19,,,,3243.16,1.04,1.07,,,,-0.75,-282.90%,,57.80%,,,95.80%,,34.99,32.96,5.62%,0.00%,13.10%,-1.51%,2.10%,0.28,-49.20%,-50.70%,,59.60,59.60,0.00,0.00,,,,45.39%,53.57%,40.02%,2.67%,-34.13%,-34.13%,1.83,0.09,20.38%,14.69%,34.57%,51.03%,23.48%,-4.00%,87.61%,-84.00%,87.61%,68.08,-12.65%,16.28%,,2425.58,28.86,0.87,1.57%,70011414,,,3/18/1980,0.86,-1.55%
192,"AIM","AIM ImmunoTech Inc.","Healthcare","Biotechnology","USA",72.44,,,,362.22,1.21,1.83,,,,-0.44,73.20%,18.60%,44.30%,25.00%,-6.60%,92.50%,-41.00%,40.69,40.23,0.50%,24.07%,6.70%,48.35%,6.12%,1.36,-26.30%,-30.40%,-63.20%,50.00,50.00,0.03,0.03,,,,-9.22%,1.63%,-13.02%,-23.36%,243.75%,243.75%,-0.92,0.14,6.70%,6.67%,-5.37%,-7.68%,-22.42%,-25.42%,8.48%,-74.82%,250.64%,43.93,-3.24%,-1.07%,2.00,1814.13,0.94,1.79,-4.28%,1706057,,,7/15/1996,1.80,0.56%
193,"AIMC","Altra Industrial Motion Corp.","Industrials","Specialty Industrial Machinery","USA",3581.73,,17.23,,2.09,1.88,15.01,22.11,0.43%,,-0.30,114.20%,13.87%,6.10%,15.00%,17.50%,48.30%,-1.20%,64.60,64.01,0.50%,-25.47%,,0.00%,1.30%,2.06,-0.50%,-1.00%,5.80%,2.30,1.60,0.78,0.79,36.00%,4.20%,-1.10%,2.95%,-2.78%,49.26%,80.50%,52.39%,52.39%,2.59,2.07,4.22%,3.61%,1.71%,7.50%,52.23%,-6.84%,42.16%,-6.84%,361.92%,56.63,0.36%,0.09%,1.70,404.20,0.64,55.43,0.45%,258520,10/23/2020 8:30:00 AM,61.83,12/15/2006,55.43,0.00%
194,"AIN","Albany International Corp.","Consumer Cyclical","Textile Manufacturing","USA",2378.92,23.61,23.54,,2.55,3.17,11.05,28.49,1.09%,24.20%,3.10,58.50%,-9.92%,25.80%,-1.20%,7.20%,-26.10%,-21.80%,32.34,30.43,0.70%,-0.20%,,-0.18%,2.02%,3.66,6.80%,14.20%,12.90%,3.80,3.20,0.56,0.56,40.40%,18.70%,10.80%,1.54%,6.71%,47.71%,29.43%,-3.67%,-3.67%,1.39,2.08,2.72%,2.76%,1.69%,12.58%,32.19%,-1.28%,51.16%,-8.12%,141.04%,60.47,0.52%,-0.12%,2.20,167.44,0.53,73.42,0.40%,89296,10/28/2020 4:30:00 PM,67.17,9/30/1987,73.42,0.00%
195,"AINC","Ashford Inc.","Financial","Asset Management","USA",15.26,,2.07,,0.04,,0.22,0.34,,,-108.49,-685.00%,52.96%,11.80%,,75.90%,-160.90%,-1.80%,2.31,1.45,17.10%,20.78%,17.80%,-10.31%,1.33%,0.68,-36.80%,217.30%,-10.60%,0.70,0.70,,,23.50%,-62.00%,-70.10%,9.48%,-9.24%,-0.34%,-41.97%,-75.44%,-75.04%,2.60,0.38,7.68%,6.75%,50.53%,46.39%,20.52%,3.37%,90.67%,-69.17%,90.67%,79.23,-3.60%,51.10%,2.00,28.33,399.62,8.58,45.67%,11322746,,,11/7/2014,8.15,-5.01%
196,"AINV","Apollo Investment Corporation","Financial","Asset Management","USA",694.60,,7.17,,2.76,0.69,26.92,37.75,11.71%,,-1.66,-269.50%,-9.61%,-29.80%,3.00%,-8.60%,386.80%,-21.90%,65.26,64.93,0.20%,13.24%,35.60%,0.24%,4.36%,6.17,-3.90%,-10.40%,5.00%,,,1.59,1.59,57.90%,52.10%,-44.00%,-0.19%,-1.99%,28.59%,13.38%,-38.77%,-38.77%,2.06,0.35,2.66%,3.01%,-4.27%,6.41%,15.91%,-10.94%,45.56%,-39.52%,106.28%,47.89,0.81%,-0.47%,2.90,458.29,1.14,10.63,0.33%,522825,11/5/2020 4:30:00 PM,9.94,4/6/2004,10.64,0.14%
197,"AIO","AllianzGI Artificial Intelligence Opportunities Fund","Financial","Closed-End Fund - Equity","USA",896.52,,,,,,,,4.98%,,,,,,,,,,34.32,,0.10%,0.00%,11.47%,,,0.22,,,,,,,,,,,2.35%,13.79%,26.50%,37.46%,35.81%,35.81%,,0.62,3.00%,2.43%,5.74%,14.26%,33.55%,-5.14%,31.36%,-5.14%,157.09%,70.25,1.42%,-0.46%,,142.00,0.69,26.37,0.96%,97951,,,10/29/2019,,
198,"AIQ","Global X Artificial Intelligence & Technology ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,4.70%,15.64%,30.12%,51.84%,51.84%,,0.31,0.99%,1.04%,1.56%,6.32%,24.83%,-0.69%,18.36%,-0.69%,113.33%,66.95,0.07%,0.00%,,44.51,0.54,27.20,0.07%,24159,,,5/16/2018,,
199,"AIR","AAR Corp.","Industrials","Aerospace & Defense","USA",1293.80,,15.81,,0.73,1.40,11.76,57.25,0.83%,,-0.34,-68.70%,56.14%,18.90%,-14.30%,5.00%,-28.00%,-28.00%,34.90,33.33,2.10%,-4.40%,90.70%,-0.77%,4.48%,4.88,-1.10%,-2.30%,2.40%,2.60,1.10,0.24,0.24,12.40%,-0.20%,-1.10%,0.86%,27.53%,92.45%,72.20%,-19.78%,-19.78%,1.81,1.70,4.16%,5.09%,4.25%,28.91%,70.20%,-3.49%,98.79%,-24.53%,323.13%,69.93,-0.36%,0.47%,1.60,306.02,0.96,36.22,0.11%,294485,12/17/2020 4:30:00 PM,37.00,4/24/1972,36.22,0.00%
200,"AIRC","Apartment Income REIT Corp.","Real Estate","REIT - Residential","USA",5754.28,,147.65,,7.85,,,,5.29%,,,,,,,,,,149.89,147.38,,,,,3.28%,1.15,,,,,,1.92,1.92,,,,-0.21%,,,,,1.16%,,1.74,2.60%,,0.04%,0.04%,0.04%,-6.32%,6.72%,-6.32%,6.72%,,0.29%,-0.23%,2.70,4190.30,0.16,38.41,0.05%,666095,,40.00,12/15/2020,38.41,0.00%
201,"AIRG","Airgain, Inc.","Technology","Communication Equipment","USA",177.96,,71.47,,3.65,3.62,4.68,41.39,,,-0.22,133.80%,325.42%,-10.50%,18.00%,16.90%,-93.40%,-0.80%,9.71,9.18,0.60%,-55.75%,59.70%,3.66%,5.87%,8.49,-4.00%,-4.50%,0.50%,7.50,7.30,0.00,0.00,46.30%,-4.70%,-4.40%,17.41%,35.09%,34.48%,66.88%,67.82%,67.82%,1.25,0.78,5.89%,4.33%,20.07%,28.14%,54.62%,-5.17%,45.14%,-5.17%,215.81%,77.89,-1.60%,0.72%,2.20,63.40,1.91,17.78,-0.89%,121361,11/5/2020 4:30:00 PM,19.50,8/12/2016,,
202,"AIRI","Air Industries Group","Industrials","Aerospace & Defense","USA",39.60,,15.75,,0.81,3.41,26.40,,,,-0.08,71.70%,500.00%,-24.00%,,-3.20%,-213.70%,-2.10%,30.62,24.78,20.10%,-1.38%,23.60%,1.05%,0.01%,0.00,-4.10%,-19.50%,0.60%,1.30,0.30,0.62,2.57,12.60%,-5.40%,-4.60%,8.63%,-5.26%,3.29%,1.62%,-45.21%,-45.21%,1.17,0.09,6.26%,6.20%,-0.37%,3.87%,6.70%,-22.15%,31.05%,-63.39%,105.00%,52.16,-4.65%,2.37%,2.00,486.74,0.39,1.23,-2.39%,191055,10/29/2020 4:30:00 PM,,10/5/2000,,
203,"AIRR","First Trust RBA American Industrial RenaissanceTM ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03%,7.85%,31.53%,43.64%,16.59%,16.59%,,0.53,1.29%,1.32%,1.89%,9.44%,32.54%,-1.48%,29.98%,-1.48%,104.64%,63.96,0.33%,0.02%,,16.41,1.32,33.93,0.35%,21593,,,3/11/2014,,
204,"AIRT","Air T, Inc.","Industrials","Integrated Freight & Logistics","USA",14.87,,,,0.07,2.98,2.29,,,,-1.17,-119.10%,,-17.20%,,16.10%,-27.40%,-29.80%,2.88,1.58,45.22%,28.69%,30.70%,-7.43%,0.51%,0.11,-2.40%,-16.10%,9.20%,1.50,0.50,2.25,4.60,20.30%,0.40%,-1.70%,110.54%,85.18%,110.22%,53.85%,2.11%,1.09%,1.18,3.90,75.35%,21.29%,82.74%,112.97%,108.71%,-42.00%,162.47%,-42.00%,178.21%,62.08,22.66%,-0.34%,,70.39,13.96,24.90,22.24%,982406,,,4/24/1984,24.00,-3.61%
205,"AIT","Applied Industrial Technologies, Inc.","Industrials","Industrial Distribution","USA",2986.05,173.56,18.70,14.46,0.95,3.39,11.01,11.47,1.65%,245.40%,0.45,-83.70%,19.40%,-26.80%,12.00%,3.40%,-10.60%,-12.70%,38.72,38.27,1.30%,-4.65%,92.40%,-1.19%,1.19%,2.58,0.90%,2.30%,3.20%,2.70,1.90,0.90,0.98,28.90%,2.60%,0.60%,0.31%,-1.08%,40.80%,27.43%,16.33%,16.33%,1.47,1.84,2.07%,2.26%,0.27%,6.77%,28.11%,-5.39%,33.07%,-5.39%,154.37%,55.72,0.75%,-0.22%,2.00,176.08,0.53,77.99,0.53%,92729,10/28/2020 8:30:00 AM,82.25,7/2/1962,77.99,0.00%
206,"AIV","Apartment Investment and Management Company","Real Estate","REIT - Residential","USA",757.73,4.87,,0.69,0.85,0.35,3.32,7.26,79.94%,156.00%,1.04,-27.40%,-170.80%,8.20%,7.10%,-1.50%,,-6.20%,147.53,119.41,0.30%,-22.41%,98.80%,-3.88%,7.98%,0.53,2.20%,8.40%,2.50%,,,1.91,2.08,65.90%,13.30%,17.30%,0.00%,25.65%,40.03%,21.67%,-8.58%,-8.58%,0.92,0.25,3.04%,5.65%,12.82%,26.54%,32.87%,-18.52%,65.35%,-18.52%,100.07%,68.12,3.53%,0.39%,2.50,17944.66,0.35,5.28,3.94%,6367467,10/29/2020 4:30:00 PM,,7/22/1994,5.25,-0.57%
207,"AIZ","Assurant, Inc.","Financial","Insurance - Specialty","USA",7864.88,20.61,12.49,1.06,0.78,1.36,3.57,9.01,1.97%,37.20%,6.50,45.90%,19.70%,-1.90%,19.40%,-0.60%,39.80%,0.20%,60.19,58.25,0.20%,1.69%,98.00%,-1.17%,2.82%,4.26,0.90%,7.20%,8.60%,,,0.34,0.34,,6.20%,4.10%,1.93%,3.80%,10.49%,32.61%,2.25%,2.25%,0.60,2.15,1.27%,1.55%,3.01%,4.20%,18.53%,-2.47%,14.88%,-4.48%,78.60%,62.40,1.31%,0.32%,1.80,385.26,0.60,136.22,1.63%,231919,11/2/2020 4:30:00 PM,152.75,2/5/2004,136.22,0.00%
208,"AJAX","Ajax I","Financial","Shell Companies","USA",964.38,,,,,5990.00,,,,,,,,,,,,,80.50,,,,,,,,,,,,,,,,,,1.35%,,,,,6.02%,,0.71,4.92%,,-0.31%,-0.31%,-0.31%,-11.61%,7.27%,-11.61%,7.27%,,-0.59%,-0.92%,,754.17,0.86,11.80,-1.50%,649960,,,12/18/2020,11.80,0.00%
209,"AJG","Arthur J. Gallagher & Co.","Financial","Insurance Brokers","USA",23333.54,31.82,25.81,3.09,3.32,4.05,37.04,18.15,1.48%,43.10%,3.83,2.00%,2.06%,12.30%,10.29%,9.20%,23.20%,1.30%,191.90,190.35,0.30%,-26.78%,86.30%,0.89%,0.73%,1.67,3.70%,14.50%,9.20%,1.10,1.10,0.74,0.79,35.40%,14.70%,11.00%,-1.70%,5.45%,15.27%,25.01%,27.80%,27.80%,0.70,2.04,1.26%,1.60%,2.08%,7.24%,22.84%,-4.19%,21.34%,-4.19%,90.06%,61.75,1.43%,0.21%,2.00,832.51,0.56,123.71,1.65%,469315,10/29/2020 4:30:00 PM,129.08,6/20/1984,123.71,0.00%
210,"AJRD","Aerojet Rocketdyne Holdings, Inc.","Industrials","Aerospace & Defense","USA",4023.75,34.44,26.80,7.65,1.97,5.76,3.98,16.37,,0.00%,1.53,-3.20%,17.10%,31.10%,4.50%,4.40%,-1.70%,9.50%,77.60,74.73,0.50%,0.00%,,-2.03%,7.14%,4.60,4.60%,19.60%,15.40%,1.70,1.70,0.47,0.89,16.90%,11.30%,6.20%,-0.27%,40.69%,32.01%,34.65%,15.33%,15.33%,0.43,1.46,1.41%,2.54%,16.08%,32.41%,29.91%,-0.75%,64.41%,-7.73%,64.41%,81.71,0.27%,0.09%,2.70,1158.71,0.94,52.85,0.36%,1094923,,55.80,2/2/1981,52.80,-0.09%
