"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
2384,"FDMO","Fidelity Momentum Factor ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26%,4.64%,10.24%,19.14%,21.87%,3.26%,,0.60,1.78%,1.27%,1.91%,5.47%,16.12%,-1.39%,16.20%,-1.39%,76.01%,62.10,0.00%,-1.34%,,18.92,0.91,45.04,-1.34%,988,,,9/15/2016,,
2385,"FDMT","4D Molecular Therapeutics, Inc.","Healthcare","Biotechnology","USA",1111.19,,,,66.94,,12.51,,,,-9.94,-416.20%,-16.50%,,,,-278.50%,3.50%,25.14,21.82,7.70%,0.00%,20.30%,,1.04%,0.61,,,69.50%,6.50,6.50,,,,,,6.63%,,,,,6.63%,,4.20,11.03%,,4.22%,4.22%,4.22%,-13.41%,21.34%,-13.41%,21.34%,,-2.68%,-1.24%,3.00,374.11,0.12,42.48,-3.89%,2510,,44.00,12/11/2020,,
2386,"FDN","First Trust Dow Jones Internet Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76%,2.71%,11.61%,17.33%,49.21%,1.76%,,3.57,1.94%,1.62%,-0.32%,3.61%,18.57%,-3.25%,15.93%,-3.25%,102.86%,53.27,-0.23%,-1.14%,,347.98,0.92,213.01,-1.37%,18278,,,6/23/2006,,
2387,"FDNI","First Trust Dow Jones International Internet ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78%,7.72%,17.66%,25.79%,88.06%,4.78%,,1.12,2.92%,2.28%,3.65%,7.09%,28.95%,-2.17%,16.84%,-2.17%,142.01%,59.30,0.57%,-2.44%,,29.76,2.13,46.67,-1.88%,3628,,,11/7/2018,,
2388,"FDP","Fresh Del Monte Produce Inc.","Consumer Defensive","Farm Products","Cayman Islands",1228.29,53.52,14.48,2.23,0.29,0.70,87.74,15.79,1.57%,62.90%,0.48,405.10%,88.71%,-11.50%,24.00%,2.70%,-2.50%,-7.50%,47.36,34.45,21.70%,-2.27%,69.80%,0.18%,2.46%,5.23,0.70%,1.30%,4.00%,1.80,0.90,0.30,0.30,6.20%,1.60%,0.50%,5.61%,-1.97%,8.03%,8.17%,-25.41%,5.61%,0.74,0.73,3.00%,2.73%,0.27%,3.72%,1.94%,-5.48%,21.63%,-32.77%,24.40%,52.51,0.00%,-0.90%,2.00,161.77,0.18,25.19,-0.90%,1704,10/28/2020 8:30:00 AM,38.33,10/24/1997,,
2389,"FDRR","Fidelity Dividend ETF for Rising Rates","Financial","Exchange Traded Fund","USA",,,,,,,,,2.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90%,2.88%,12.58%,21.08%,5.42%,1.90%,,0.42,1.59%,0.97%,1.89%,5.45%,15.95%,-0.96%,19.90%,-0.96%,67.51%,63.87,0.03%,-0.75%,,31.07,1.96,37.24,-0.72%,3490,,,9/15/2016,,
2390,"FDS","FactSet Research Systems Inc.","Financial","Financial Data & Stock Exchanges","USA",12699.07,34.02,28.24,5.67,8.38,13.35,21.96,39.96,0.92%,30.20%,9.83,7.40%,5.97%,11.10%,6.00%,8.20%,7.40%,5.90%,38.01,37.45,1.35%,-5.54%,92.40%,0.07%,2.07%,3.68,19.10%,45.30%,26.20%,3.50,3.50,0.60,0.60,52.60%,29.50%,25.10%,0.59%,-4.05%,1.78%,-4.71%,24.43%,0.59%,0.74,7.67,2.19%,2.29%,-0.58%,0.96%,4.19%,-6.53%,10.31%,-8.05%,71.27%,50.47,0.56%,-0.59%,3.50,210.86,0.23,334.35,-0.03%,2781,12/21/2020 8:30:00 AM,308.46,6/28/1996,,
2391,"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18%,6.71%,15.01%,22.83%,6.98%,5.18%,,0.69,1.10%,0.84%,2.36%,6.69%,17.97%,-2.28%,21.16%,-2.28%,74.71%,62.13,0.00%,-2.15%,,40.75,0.89,58.18,-2.15%,2081,,,4/19/2011,,
2392,"FDUS","Fidus Investment Corporation","Financial","Asset Management","USA",331.00,15.25,9.28,5.08,4.09,0.85,,,8.86%,,0.89,0.70%,0.70%,-2.99%,3.00%,,49.00%,9.80%,24.44,,1.42%,0.00%,25.31%,,,1.50,,,,,,,,,,,3.40%,5.41%,29.61%,56.58%,-10.04%,3.40%,,0.39,3.09%,2.67%,4.88%,6.87%,33.57%,-7.36%,36.52%,-13.79%,203.10%,62.74,0.45%,-1.14%,2.00,143.88,1.33,13.45,-0.70%,10984,10/29/2020 4:30:00 PM,13.29,6/21/2011,,
2393,"FDVV","Fidelity High Dividend ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,3.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46%,2.88%,14.80%,21.28%,0.80%,2.46%,,0.43,1.83%,1.17%,2.07%,6.20%,16.72%,-1.00%,22.73%,-2.39%,67.45%,63.61,0.28%,-0.94%,,135.14,1.45,32.67,-0.67%,11193,,,9/15/2016,,
2394,"FDX","FedEx Corporation","Industrials","Integrated Freight & Logistics","USA",65215.70,26.63,13.07,0.95,0.87,3.07,7.82,30.42,1.06%,27.90%,9.20,179.90%,6.93%,6.10%,28.14%,7.80%,113.30%,18.70%,264.00,244.81,0.10%,-35.33%,74.80%,-0.05%,1.22%,0.99,3.20%,12.60%,5.00%,1.80,1.70,1.10,1.11,70.50%,5.30%,3.30%,-5.65%,-18.74%,-9.63%,54.46%,54.99%,-5.65%,1.29,7.25,3.11%,2.54%,-9.43%,-11.51%,21.41%,-20.17%,0.65%,-20.17%,175.12%,22.85,0.41%,-0.80%,2.10,3030.85,0.71,244.01,-0.39%,122834,12/17/2020 4:30:00 PM,325.07,4/12/1978,,
2395,"FE","FirstEnergy Corp.","Utilities","Utilities - Diversified","USA",16076.92,26.52,11.40,,1.47,2.26,61.83,,5.22%,115.30%,1.13,20.80%,3.23%,26.80%,-2.40%,-6.00%,18.00%,2.00%,542.00,541.21,0.25%,0.00%,81.40%,0.19%,3.55%,2.94,1.70%,10.40%,5.80%,0.70,0.60,3.09,3.14,74.30%,11.80%,6.70%,-2.29%,-1.16%,-4.38%,-27.53%,-37.52%,-2.29%,0.22,0.77,2.65%,2.47%,-0.20%,2.27%,-12.08%,-9.09%,14.86%,-42.77%,31.52%,52.44,0.51%,-0.03%,2.60,6531.40,0.21,30.05,0.48%,80231,11/2/2020 8:30:00 AM,36.10,11/10/1997,,
2396,"FEDU","Four Seasons Education (Cayman) Inc.","Consumer Defensive","Education & Training Services","China",51.40,,,,1.05,0.47,0.73,,8.33%,,-0.47,,,,,,-83.30%,-34.90%,46.26,13.09,2.73%,0.00%,6.20%,,0.12%,0.12,-12.70%,-19.90%,-21.40%,2.00,2.00,0.00,0.00,42.80%,-54.40%,-44.20%,0.00%,6.93%,44.00%,-13.33%,-32.50%,0.00%,,0.08,6.71%,8.65%,5.17%,15.50%,4.02%,-13.29%,38.48%,-43.64%,77.44%,59.84,-0.01%,2.78%,3.00,130.98,2.16,1.11,2.77%,16250,1/12/2021 8:30:00 AM,,11/8/2017,,
2397,"FEI","First Trust MLP and Energy Income Fund","Financial","Closed-End Fund - Equity","USA",288.15,,,,,,,,9.79%,,,,,,,,,,47.01,,,,28.32%,,,0.42,,,,,,,,,,,5.51%,1.16%,15.66%,18.80%,-47.92%,5.51%,,0.16,3.29%,2.47%,3.55%,6.88%,11.83%,-3.09%,26.11%,-49.10%,152.21%,62.73,0.56%,-0.16%,,360.80,1.22,6.15,0.39%,25262,,,11/28/2012,,
2398,"FEIM","Frequency Electronics, Inc.","Technology","Communication Equipment","USA",101.26,,,,2.16,1.85,7.45,,,,-0.49,-289.50%,,-40.50%,15.00%,-11.50%,106.60%,53.80%,9.17,7.24,0.60%,321.10%,66.90%,3.21%,0.09%,0.58,-5.00%,-8.10%,-15.50%,4.50,2.40,0.00,0.05,26.50%,-11.40%,-9.50%,0.36%,6.83%,9.21%,18.99%,7.61%,0.36%,0.59,0.41,4.43%,3.70%,2.52%,6.85%,12.43%,-3.78%,23.01%,-10.09%,84.20%,56.77,0.00%,-0.63%,,10.94,0.06,10.96,-0.63%,35,12/10/2020 4:30:00 PM,,6/18/1980,,
2399,"FELE","Franklin Electric Co., Inc.","Industrials","Specialty Industrial Machinery","USA",3437.76,36.60,29.60,2.73,2.76,4.14,30.02,20.07,0.85%,30.50%,1.99,-9.60%,15.53%,7.40%,13.40%,4.60%,13.20%,0.80%,46.20,38.67,0.60%,-10.00%,80.80%,0.12%,1.57%,3.81,7.90%,11.80%,11.70%,3.20,1.70,0.11,0.12,33.90%,10.00%,7.40%,5.01%,2.55%,15.46%,44.49%,24.37%,5.01%,1.01,2.10,4.11%,2.84%,2.12%,5.75%,24.54%,-4.69%,24.01%,-4.69%,74.06%,56.34,0.00%,-1.21%,2.00,159.12,0.16,71.80,-1.21%,1446,10/27/2020 8:30:00 AM,73.67,3/17/1980,,
2400,"FEM","First Trust Emerging Markets AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,2.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05%,11.57%,20.87%,19.42%,-0.30%,6.05%,,0.34,1.23%,0.84%,5.64%,10.38%,19.77%,-2.12%,24.68%,-4.78%,72.19%,68.73,0.00%,-2.01%,,133.85,0.39,26.27,-2.01%,2962,,,4/19/2011,,
2401,"FEMB","First Trust Emerging Markets Local Currency Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29%,-0.09%,9.02%,6.75%,-4.04%,-1.29%,,0.34,0.88%,0.74%,-2.76%,0.24%,5.68%,-4.29%,8.32%,-6.25%,30.80%,37.53,-0.39%,-1.22%,,68.99,1.03,36.97,-1.61%,4092,,,11/5/2014,,
2402,"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27%,7.42%,23.04%,21.11%,7.75%,3.27%,,0.53,1.31%,0.96%,3.28%,10.11%,24.27%,-1.71%,29.36%,-1.71%,90.49%,69.12,0.00%,-1.35%,,24.71,0.11,41.86,-1.35%,149,,,2/17/2012,,
2403,"FEN","First Trust Energy Income and Growth Fund","Financial","Asset Management","USA",231.44,,,,27.30,0.85,,,10.38%,,-5.58,,,,,,,-53.30%,20.02,,,,26.14%,,,0.12,,,,,,,,,,,8.04%,2.12%,14.34%,15.25%,-48.25%,8.04%,,0.29,2.98%,2.29%,3.00%,6.85%,8.46%,-4.24%,24.91%,-51.19%,88.51%,60.42,-0.20%,-1.47%,,129.26,1.10,11.37,-1.67%,8142,,,6/25/2004,,
2404,"FENC","Fennec Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",193.62,,2.35,,,6.14,5.83,,,,-0.82,-23.00%,479.80%,-23.80%,,,-166.40%,,25.60,21.47,1.40%,0.00%,54.30%,-0.68%,4.89%,9.64,-75.50%,-84.30%,,11.80,11.80,0.00,0.00,,,,0.54%,-8.55%,-7.42%,-9.43%,15.57%,0.54%,0.16,0.37,4.40%,5.70%,-2.23%,-5.89%,-1.12%,-17.09%,11.27%,-32.01%,56.02%,43.95,0.48%,-3.60%,1.50,108.90,1.11,7.25,-3.14%,6946,,,10/22/2003,,
2405,"FENG","Phoenix New Media Limited","Communication Services","Internet Content & Information","China",86.80,0.65,,0.12,0.43,0.24,0.24,,,0.00%,1.86,,,23.90%,5.29%,-1.30%,98.10%,-10.90%,72.79,30.88,24.58%,0.00%,23.10%,-2.79%,1.39%,0.16,18.20%,29.80%,-9.80%,1.60,1.60,0.00,0.00,55.10%,-12.80%,64.40%,0.00%,18.39%,93.66%,54.05%,35.56%,0.00%,2.20,0.06,3.46%,5.77%,5.24%,25.51%,67.49%,-17.24%,108.56%,-17.24%,135.76%,64.88,0.00%,0.00%,2.00,2636.10,0.15,1.20,0.00%,23100,11/17/2020 4:30:00 PM,,5/12/2011,,
2406,"FENY","Fidelity MSCI Energy Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,4.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75%,4.21%,34.22%,19.02%,-30.37%,9.75%,,0.35,3.65%,2.99%,4.04%,12.18%,16.54%,-3.27%,52.65%,-31.63%,82.67%,61.14,0.27%,-1.89%,,894.85,2.10,10.96,-1.62%,107457,,,10/24/2013,,
2407,"FEO","First Trust/Aberdeen Emerging Opportunity Fund","Financial","Closed-End Fund - Equity","USA",72.63,,,,16.53,1.06,,,9.69%,,-0.58,,,,,,,-27.80%,5.03,,,,35.36%,,,0.31,,,,,,,,,,,0.88%,0.96%,13.93%,18.41%,-0.25%,0.88%,,0.24,2.06%,1.43%,-0.44%,4.25%,15.92%,-2.73%,18.13%,-5.75%,65.16%,53.81,0.00%,-1.22%,,13.38,1.68,14.27,-1.22%,1292,,,8/29/2006,,
2408,"FEP","First Trust Europe AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,2.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69%,6.62%,15.27%,26.24%,6.13%,4.69%,,0.53,1.23%,1.02%,1.52%,6.82%,20.23%,-2.46%,24.78%,-2.46%,87.38%,60.04,-0.19%,-1.78%,,69.01,0.64,39.14,-1.97%,2523,,,4/26/2011,,
2409,"FET","Forum Energy Technologies, Inc.","Energy","Oil & Gas Equipment & Services","USA",77.76,,,,0.13,0.19,3.89,3.05,,,-13.78,-43.80%,21.00%,-36.90%,,-11.30%,96.00%,-56.70%,5.58,3.95,8.50%,302.63%,49.00%,-0.04%,4.18%,3.16,-7.10%,-17.10%,-59.90%,3.70,1.00,0.68,0.68,17.90%,-10.10%,-12.80%,21.01%,11.46%,21.25%,80.59%,-60.00%,21.01%,4.38,0.77,6.87%,5.66%,10.18%,18.77%,43.88%,-5.27%,108.97%,-62.01%,373.35%,64.25,0.00%,-1.32%,3.70,52.24,0.35,14.21,-1.32%,1057,11/6/2020 8:30:00 AM,8.00,4/12/2012,,
2410,"FEUZ","First Trust Eurozone AlphaDEX ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59%,4.92%,18.84%,24.85%,6.17%,2.59%,,0.43,0.83%,0.63%,3.00%,8.93%,23.25%,-0.84%,27.78%,-0.84%,88.94%,71.67,0.00%,0.00%,,2.65,0.69,43.31,0.00%,0,,,10/27/2014,,
2411,"FEX","First Trust Large Cap Core AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51%,4.52%,15.02%,26.28%,15.66%,3.51%,,0.96,1.86%,1.16%,3.04%,7.00%,21.04%,-0.88%,21.58%,-0.88%,88.86%,68.60,0.35%,-0.85%,,34.25,1.37,75.62,-0.51%,2688,,,5/10/2007,,
2412,"FEYE","FireEye, Inc.","Technology","Software - Infrastructure","USA",5228.72,,63.23,,5.63,7.69,5.55,154.70,,,-1.00,2.50%,23.79%,16.80%,,15.90%,43.60%,5.60%,224.81,224.37,2.00%,-6.00%,90.40%,11.57%,10.94%,2.85,-7.90%,-32.50%,-12.60%,1.70,1.70,1.43,1.43,64.70%,-17.60%,-23.50%,-1.56%,46.26%,71.84%,78.25%,34.08%,-1.56%,1.12,1.32,5.58%,7.83%,11.90%,31.89%,60.73%,-13.51%,66.39%,-13.51%,192.84%,63.16,-0.59%,-2.16%,2.50,8607.95,0.44,22.08,-2.73%,215235,2/2/2021 4:30:00 PM,18.14,9/20/2013,,
2413,"FEZ","SPDR EURO STOXX 50 ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,2.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55%,3.90%,15.88%,18.26%,5.52%,3.55%,,0.55,1.34%,1.01%,1.02%,5.55%,16.78%,-1.92%,27.72%,-1.92%,74.60%,57.92,0.33%,-2.15%,,2784.27,0.08,42.41,-1.83%,12323,,,10/21/2002,,
2414,"FF","FutureFuel Corp.","Basic Materials","Chemicals","USA",618.44,5.25,,0.52,3.54,1.58,2.54,,1.76%,11.60%,2.59,65.80%,,10.50%,10.00%,-9.70%,4.00%,-17.70%,43.74,25.65,41.37%,0.00%,54.10%,-0.30%,2.05%,4.02,21.70%,28.90%,15.80%,14.30,13.10,0.00,0.00,49.10%,43.60%,64.90%,7.17%,11.19%,16.92%,17.84%,51.51%,7.17%,0.91,0.48,4.41%,3.34%,6.13%,8.59%,12.29%,-8.92%,19.36%,-10.02%,101.20%,59.78,1.13%,-2.79%,2.00,130.84,2.51,13.38,-1.69%,18787,11/9/2020 4:30:00 PM,14.00,7/14/2008,,
2415,"FFA","First Trust Enhanced Equity Income Fund","Financial","Closed-End Fund - Equity","USA",349.50,27.29,,,52.98,1.14,,,6.52%,,0.64,,,,,,,-12.00%,19.98,,,,29.66%,,,0.18,,,,,,,,,,,-0.74%,3.43%,12.77%,17.38%,3.28%,-0.74%,,0.32,2.87%,1.74%,1.32%,5.47%,15.69%,-2.47%,21.26%,-2.47%,89.09%,58.17,0.00%,-0.86%,,43.35,0.95,17.34,-0.86%,2369,,,8/27/2004,,
2416,"FFBC","First Financial Bancorp.","Financial","Banks - Regional","USA",1982.88,12.45,13.27,1.24,3.65,0.85,5.44,,4.66%,57.60%,1.59,4.00%,-7.00%,12.90%,10.00%,19.60%,-17.60%,-17.90%,97.25,95.88,0.40%,1.60%,75.10%,0.12%,1.48%,3.31,1.00%,7.00%,16.90%,,,0.54,0.54,,77.20%,28.80%,12.61%,14.43%,42.63%,55.25%,-20.95%,12.61%,1.20,0.68,5.41%,3.19%,10.59%,16.83%,35.85%,-4.93%,45.88%,-23.48%,81.44%,70.73,0.26%,-0.71%,3.00,429.66,0.25,19.65,-0.46%,6159,10/22/2020 4:30:00 PM,17.60,12/21/1983,,
2417,"FFBW","FFBW, Inc.","Financial","Banks - Regional","USA",79.85,41.16,,,7.13,0.72,8.87,25.76,,0.00%,0.25,41.80%,,,,,36.90%,-3.60%,7.12,1.86,1.00%,7.22%,17.00%,,0.11%,0.34,0.60%,1.90%,12.50%,,,0.00,0.00,,79.40%,15.50%,3.09%,3.82%,11.31%,17.96%,3.97%,3.09%,,0.13,1.46%,1.18%,3.50%,6.00%,14.97%,-0.48%,15.17%,-6.94%,53.36%,68.13,0.00%,0.00%,,6.03,0.37,10.33,0.00%,0,,,10/11/2017,,
2418,"FFC","Flaherty & Crumrine Preferred Securities Income Fund Inc.","Financial","Closed-End Fund - Debt","USA",986.29,43.99,,,12.40,1.20,,,6.99%,,0.50,,,,,,,-0.30%,44.49,,,,12.81%,,,,,,,,,,,,,,-5.38%,-3.36%,4.53%,9.27%,1.23%,-5.38%,,0.35,2.20%,1.40%,-5.10%,-2.37%,5.89%,-7.57%,7.38%,-7.57%,144.67%,30.46,0.30%,-0.86%,,84.25,3.82,22.05,-0.56%,18429,,,1/29/2003,,
2419,"FFEB","FT Cboe Vest US Eq Buffer ETF - February","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76%,1.46%,5.92%,11.58%,,0.76%,,0.23,0.82%,0.67%,1.11%,2.68%,9.92%,-0.24%,9.86%,-0.24%,45.61%,69.01,0.00%,0.00%,,54.20,1.68,33.33,0.00%,0,,,2/24/2020,,
2420,"FFG","FBL Financial Group, Inc.","Financial","Insurance - Life","USA",1321.98,16.70,10.76,1.18,1.79,0.81,88.13,10.85,3.73%,61.70%,3.21,35.60%,30.50%,3.00%,14.20%,2.30%,-15.60%,6.10%,24.50,9.59,60.69%,-0.01%,30.20%,0.01%,1.66%,3.34,0.70%,5.30%,8.10%,,,0.06,0.00,,13.00%,10.70%,2.13%,1.27%,5.53%,53.18%,-4.51%,2.13%,0.15,1.23,2.97%,1.99%,5.74%,7.42%,30.23%,1.90%,15.12%,-4.16%,92.66%,65.15,0.07%,4.14%,2.50,47.47,4.11,55.89,4.21%,11170,11/5/2020 4:30:00 PM,61.50,7/19/1996,,
2421,"FFHG","FormulaFolios Hedged Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83%,6.35%,19.64%,34.21%,9.92%,3.83%,,0.50,1.92%,1.34%,4.64%,9.79%,25.49%,-0.04%,29.33%,-0.04%,52.04%,71.37,0.00%,0.00%,,11.15,0.55,31.43,0.00%,0,,,6/6/2017,,
2422,"FFHL","Fuwei Films (Holdings) Co., Ltd.","Consumer Cyclical","Packaging & Containers","China",38.39,4.85,,0.69,0.74,0.99,2.89,2.78,,0.00%,2.40,151.20%,,16.60%,7.00%,3.40%,291.60%,5.90%,3.27,1.13,65.50%,0.00%,9.90%,,2.17%,0.32,11.00%,22.30%,6.60%,0.80,0.60,0.00,0.28,38.90%,18.00%,15.10%,-1.19%,73.15%,170.77%,105.82%,302.41%,-1.19%,1.04,1.27,11.56%,15.06%,16.05%,63.72%,152.95%,-17.80%,183.05%,-17.80%,660.26%,62.53,-0.25%,1.89%,,76.69,1.31,11.86,1.63%,5764,11/23/2020 4:30:00 PM,,12/19/2006,,
2423,"FFIC","Flushing Financial Corporation","Financial","Banks - Regional","USA",522.59,11.98,9.67,1.38,1.97,0.90,3.94,18.02,4.58%,54.90%,1.53,-25.10%,23.12%,-0.60%,8.70%,7.20%,33.00%,-7.90%,28.87,26.79,1.30%,-0.27%,80.20%,0.19%,0.90%,1.39,0.60%,7.70%,21.10%,,,0.19,0.19,,67.30%,16.60%,10.16%,14.85%,54.81%,76.93%,-13.05%,10.16%,0.92,0.61,4.34%,3.53%,9.46%,21.35%,47.29%,-2.36%,52.98%,-14.82%,105.64%,70.17,1.17%,-1.75%,2.20,173.05,0.65,18.22,-0.60%,6442,10/27/2020 4:30:00 PM,17.83,11/21/1995,,
2424,"FFIN","First Financial Bankshares, Inc.","Financial","Banks - Regional","USA",5667.47,29.52,26.82,2.95,16.02,3.39,24.22,50.78,1.34%,37.20%,1.31,9.60%,4.19%,11.70%,10.00%,10.00%,17.40%,13.40%,141.98,135.90,1.10%,-0.64%,55.60%,0.52%,3.88%,12.71,1.90%,12.40%,20.60%,,,0.00,0.00,,86.50%,52.30%,6.90%,10.20%,24.22%,38.70%,11.92%,6.90%,0.92,1.21,5.10%,3.06%,5.20%,11.14%,25.87%,-5.92%,31.97%,-5.92%,84.25%,62.04,0.00%,-1.37%,3.20,414.59,0.38,38.14,-1.37%,9061,,33.80,11/1/1993,,
2425,"FFIV","F5 Networks, Inc.","Technology","Software - Infrastructure","USA",11093.83,38.13,16.48,9.55,4.72,5.24,9.17,18.46,,0.00%,5.02,-29.20%,13.78%,-0.10%,3.99%,4.10%,-19.80%,4.10%,61.15,58.15,0.30%,-12.49%,99.50%,0.36%,5.35%,3.95,7.00%,14.80%,11.60%,1.40,1.40,0.17,0.17,82.60%,16.70%,13.10%,8.70%,12.49%,49.34%,34.18%,40.63%,8.70%,1.14,4.59,2.98%,2.17%,7.10%,15.17%,33.93%,-6.02%,45.64%,-6.02%,136.27%,77.41,-0.45%,-0.99%,2.40,787.65,0.37,188.50,-1.43%,16749,10/26/2020 4:30:00 PM,180.44,6/4/1999,,
2426,"FFNW","First Financial Northwest, Inc.","Financial","Banks - Regional","USA",119.95,14.01,20.65,2.00,2.10,0.75,3.69,19.35,3.31%,45.00%,0.86,-28.00%,-25.00%,7.50%,7.00%,9.00%,-14.20%,-9.90%,9.66,7.35,1.80%,-1.11%,44.40%,,0.97%,5.06,0.60%,5.50%,23.40%,,,0.00,0.00,,66.90%,14.90%,5.96%,10.22%,29.34%,30.59%,-18.87%,5.96%,0.56,0.31,2.80%,2.32%,4.84%,7.61%,22.25%,-3.39%,21.73%,-22.88%,51.01%,60.26,0.00%,-1.24%,2.20,14.15,0.06,11.93,-1.24%,51,,12.63,10/10/2007,,
2427,"FFR","First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,0.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46%,0.02%,6.77%,14.11%,-10.16%,-1.46%,,0.45,1.04%,0.77%,-0.13%,2.26%,10.48%,-1.99%,16.60%,-14.52%,52.05%,52.33,0.00%,0.00%,,4.74,0.41,43.19,0.00%,0,,,8/30/2007,,
2428,"FFSG","FormulaFolios Smart Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.21%,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,2.69%,3.82%,14.74%,24.91%,13.20%,2.69%,,0.38,1.17%,0.82%,3.21%,6.86%,20.64%,-0.33%,22.65%,-0.33%,80.35%,70.47,0.00%,0.00%,,9.00,0.62,32.10,0.00%,0,,,11/1/2017,,
2429,"FFTG","FormulaFolios Tactical Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.06%,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,1.83%,2.53%,5.01%,9.08%,6.73%,1.83%,,0.30,0.82%,0.86%,-0.28%,1.29%,6.15%,-5.16%,6.35%,-5.16%,43.14%,48.90,-3.95%,1.66%,,11.73,1.34,28.47,-2.35%,901,,,11/1/2017,,
2430,"FFTI","FormulaFolios Tactical Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,2.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37%,-0.12%,1.21%,1.46%,-2.96%,-0.37%,,0.10,0.27%,0.45%,-0.26%,0.19%,1.43%,-0.70%,2.50%,-6.74%,21.53%,46.55,0.00%,-0.16%,,43.25,0.04,24.22,-0.16%,87,,,6/6/2017,,
2431,"FFTY","Innovator IBD 50 ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58%,6.82%,10.82%,17.68%,20.02%,4.58%,,0.79,2.49%,1.77%,3.17%,7.78%,19.16%,-2.27%,19.45%,-2.27%,76.86%,63.03,0.05%,-1.05%,,62.82,1.24,42.50,-1.00%,4460,,,4/9/2015,,
