"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1606,"CWK","Cushman & Wakefield plc","Real Estate","Real Estate Services","USA",3144.91,,12.24,,0.38,3.03,3.43,35.90,,,-0.86,100.10%,60.55%,,10.00%,,-423.70%,-8.80%,221.10,125.27,0.10%,0.00%,73.90%,0.03%,5.00%,10.66,-2.70%,-17.00%,3.70%,1.40,1.40,3.10,3.13,18.20%,-0.30%,-2.30%,-3.30%,-13.67%,15.83%,25.02%,-26.42%,-3.30%,,0.54,3.50%,3.52%,-4.01%,-1.42%,19.13%,-15.29%,34.69%,-27.76%,112.28%,44.73,1.68%,-0.42%,2.20,587.53,0.75,14.52,1.26%,442208,11/5/2020 4:30:00 PM,16.46,8/2/2018,14.52,0.00%
1607,"CWST","Casella Waste Systems, Inc.","Industrials","Waste Management","USA",3098.81,77.00,61.25,8.28,4.03,19.27,146.86,58.69,,0.00%,0.77,354.00%,17.87%,45.00%,9.30%,15.10%,21.40%,2.10%,48.37,46.47,1.40%,-35.12%,95.20%,0.15%,1.69%,2.90,3.90%,28.70%,8.60%,0.80,0.80,3.59,3.65,33.20%,7.80%,4.90%,-4.79%,-0.71%,-0.74%,14.68%,23.41%,-4.79%,0.94,1.68,3.50%,2.74%,-4.36%,-2.16%,8.33%,-8.18%,8.70%,-8.18%,69.96%,38.86,-0.36%,-0.66%,2.00,270.55,0.93,58.38,-1.02%,250712,10/29/2020 4:30:00 PM,67.33,10/29/1997,58.38,0.00%
1608,"CWT","California Water Service Group","Utilities","Utilities - Regulated Water","USA",2806.74,,32.44,,3.59,3.11,24.77,,1.52%,44.70%,-0.64,-153.70%,1.18%,-24.70%,10.75%,3.60%,120.60%,30.80%,49.58,49.40,0.60%,-0.92%,77.50%,0.17%,1.42%,3.30,2.80%,11.60%,-1.30%,0.50,0.50,0.88,1.33,66.30%,18.60%,11.80%,3.28%,11.78%,23.97%,16.27%,12.21%,3.28%,0.12,1.40,3.06%,2.56%,3.24%,8.28%,15.56%,-3.25%,25.08%,-3.49%,39.31%,61.38,-0.25%,-0.54%,2.50,211.89,0.66,55.36,-0.79%,140788,11/6/2020 8:30:00 AM,50.00,11/1/1982,55.36,0.00%
1609,"CX","CEMEX, S.A.B. de C.V.","Basic Materials","Building Materials","Mexico",8991.82,,16.99,,0.73,1.15,2.47,5.16,1.74%,,-1.09,-87.90%,177.30%,15.00%,33.20%,-42.00%,,1.80%,1472.90,461.45,60.00%,0.00%,37.90%,0.06%,0.98%,0.46,-6.10%,-20.70%,3.90%,0.90,0.80,1.26,1.67,32.60%,-5.80%,-14.30%,11.41%,3.78%,40.83%,118.18%,51.58%,11.41%,1.32,0.22,4.55%,3.64%,6.36%,15.10%,64.38%,-5.21%,47.54%,-5.21%,263.87%,62.71,0.71%,-2.78%,2.10,9767.49,1.23,5.64,-2.08%,12061436,,5.19,9/15/1999,5.64,0.00%
1610,"CXDC","China XD Plastics Company Limited","Consumer Cyclical","Auto Parts","China",71.30,,,,0.07,0.08,0.34,,,,-2.95,-95.60%,,-52.30%,,5.50%,-387.00%,-22.30%,67.92,34.67,42.40%,0.00%,26.70%,,0.04%,0.13,-2.90%,-9.80%,3.00%,1.20,0.70,0.73,1.69,12.00%,-2.90%,-7.90%,2.02%,-12.93%,-12.93%,-12.93%,-52.80%,2.02%,0.95,0.04,3.79%,4.70%,-0.50%,-8.00%,-4.47%,-13.33%,6.66%,-57.38%,65.05%,43.56,0.97%,1.98%,,104.89,3.14,1.04,2.97%,329658,11/16/2020 8:30:00 AM,,9/27/2007,,
1611,"CXDO","Crexendo, Inc.","Technology","Information Technology Services","USA",130.43,120.33,77.26,,8.26,6.92,8.47,186.33,,0.00%,0.06,570.40%,11.76%,16.30%,,13.70%,-64.50%,13.90%,15.25,7.38,56.00%,-7.87%,8.40%,,0.76%,1.24,7.80%,13.00%,25.10%,4.70,4.70,0.14,0.21,70.10%,6.90%,6.40%,5.92%,0.96%,31.54%,19.55%,61.32%,5.92%,1.99,0.36,3.78%,5.38%,0.02%,4.11%,7.14%,-11.25%,17.94%,-44.45%,136.67%,51.94,-3.79%,0.54%,1.50,45.35,0.36,7.10,-3.27%,16155,,9.00,7/2/1998,,
1612,"CXE","MFS High Income Municipal Trust","Financial","Closed-End Fund - Debt","USA",159.18,,,,13.11,1.04,,,4.95%,,-0.28,,,,,,,-12.90%,31.52,,,,22.01%,,,0.20,,,,,,,,,,,-0.39%,0.20%,5.65%,1.61%,-7.00%,-0.39%,,0.08,1.42%,1.48%,1.80%,3.71%,6.84%,-2.70%,9.31%,-11.09%,53.03%,60.14,0.00%,0.00%,,79.48,0.62,5.05,0.00%,49539,,,2/17/1989,,
1613,"CXH","MFS Investment Grade Municipal Trust","Financial","Closed-End Fund - Debt","USA",89.37,115.41,,,14.26,0.95,,,4.49%,,0.09,,,,,,,-11.70%,9.11,,,,20.15%,,,0.26,,,,,,,,,,,0.10%,1.34%,4.01%,2.28%,-0.71%,0.10%,,0.07,0.75%,0.74%,0.39%,2.64%,4.19%,-0.66%,8.63%,-5.77%,40.14%,61.52,-0.31%,0.00%,,26.52,0.15,9.78,-0.31%,3864,,,5/19/1989,,
1614,"CXO","Concho Resources Inc.","Energy","Oil & Gas E&P","USA",12792.21,,15.86,,3.68,1.63,31.82,4.75,1.23%,,-52.42,-126.90%,-8.32%,-22.20%,32.68%,11.50%,-111.20%,-25.20%,195.32,194.43,0.80%,-0.13%,93.00%,-0.23%,3.40%,2.10,-64.40%,-97.90%,-3.80%,1.70,1.70,0.50,0.50,83.60%,,,11.67%,4.79%,42.93%,32.33%,-27.88%,11.67%,2.07,2.42,4.35%,3.54%,9.63%,17.41%,25.77%,-0.20%,66.58%,-27.30%,99.82%,68.19,3.92%,-2.24%,2.20,3143.31,0.30,66.20,1.60%,934161,10/28/2020 4:30:00 PM,65.49,8/3/2007,66.20,0.00%
1615,"CXP","Columbia Property Trust, Inc.","Real Estate","REIT - Office","USA",1574.95,,170.38,,5.14,0.61,5.77,,6.16%,,-0.05,-1.80%,300.00%,-36.80%,,-11.80%,126.50%,14.20%,113.93,113.27,0.80%,0.00%,83.40%,0.32%,1.63%,1.93,-0.10%,-0.20%,0.00%,,,0.65,0.65,63.10%,3.20%,-1.80%,-4.95%,-4.88%,16.20%,11.36%,-32.89%,-4.95%,1.31,0.48,4.20%,3.50%,-4.58%,0.49%,6.79%,-9.34%,33.43%,-40.60%,76.80%,43.69,-0.37%,-0.66%,2.40,955.78,0.50,13.49,-1.03%,476294,10/29/2020 4:30:00 PM,15.20,10/10/2013,13.49,0.00%
1616,"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,0.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67%,11.79%,20.92%,29.57%,61.57%,6.67%,,1.12,2.00%,1.22%,6.28%,8.88%,29.50%,-2.17%,16.44%,-2.17%,108.73%,64.82,-0.64%,-1.54%,,172.32,0.69,68.64,-2.17%,119092,,,9/19/2012,68.60,-0.06%
1617,"CXW","CoreCivic, Inc.","Real Estate","REIT - Specialty","USA",819.53,6.50,5.97,1.08,0.42,0.57,2.90,6.54,,85.40%,1.03,18.20%,23.08%,-0.90%,6.00%,3.80%,-45.70%,-7.90%,119.63,118.43,0.10%,-9.92%,74.30%,0.50%,5.96%,3.09,3.10%,8.90%,8.10%,1.90,1.90,1.45,1.47,26.10%,10.80%,6.40%,2.14%,-14.78%,-16.27%,-27.68%,-57.01%,2.14%,1.38,0.35,5.70%,4.56%,-7.94%,-7.07%,-29.12%,-18.80%,13.19%,-63.58%,13.19%,40.03,-1.21%,-1.35%,2.00,2285.13,0.84,6.52,-2.54%,1930495,11/4/2020 4:30:00 PM,,7/15/1997,6.52,0.00%
1618,"CYAD","Celyad Oncology SA","Healthcare","Biotechnology","Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,22.91,,,,,,,,,,,4.74%,1.11%,-13.54%,-13.94%,-22.52%,4.74%,,0.49,5.63%,5.10%,1.21%,-3.94%,-13.43%,-21.03%,14.19%,-37.42%,98.58%,48.13,1.14%,-1.47%,,9.37,0.10,8.14,-0.35%,897,,,6/19/2015,,
1619,"CYAN","Cyanotech Corporation","Consumer Defensive","Packaged Foods","USA",20.31,32.71,,,0.63,1.18,4.72,7.81,,0.00%,0.10,110.50%,,76.10%,,-1.20%,-34.10%,11.70%,6.05,3.61,5.80%,11.72%,25.50%,,0.06%,0.10,1.80%,3.70%,4.30%,2.10,0.80,0.34,0.60,38.20%,3.70%,1.80%,4.38%,3.02%,24.44%,33.32%,33.89%,4.38%,0.38,0.19,7.58%,5.58%,5.87%,11.22%,29.16%,-7.92%,28.85%,-7.92%,79.12%,59.86,1.87%,0.85%,,19.45,0.49,3.26,2.74%,9482,,,9/15/1986,3.26,0.00%
1620,"CYB","WisdomTree Chinese Yuan Strategy Fund","Financial","Exchange Traded Fund","USA",,,,,,,,,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51%,-0.22%,3.78%,8.89%,8.76%,0.51%,,0.18,0.54%,0.61%,0.16%,0.83%,6.22%,-1.01%,3.43%,-1.01%,13.31%,54.75,-0.07%,0.00%,,19.84,2.05,27.42,-0.07%,40734,,,5/14/2008,27.42,0.00%
1621,"CYBE","CyberOptics Corporation","Technology","Scientific & Technical Instruments","USA",180.83,41.39,31.35,1.66,2.58,2.81,12.73,75.35,,0.00%,0.60,-72.80%,20.52%,19.80%,25.00%,5.00%,582.40%,67.70%,7.24,6.97,2.20%,-1.71%,59.70%,-0.84%,3.27%,1.74,5.70%,7.30%,0.90%,3.70,2.30,0.00,0.00,43.50%,7.10%,6.30%,8.73%,-12.77%,-33.29%,-34.14%,20.58%,8.73%,1.39,1.40,5.91%,5.68%,-7.43%,-7.14%,-21.55%,-17.84%,13.31%,-45.77%,84.65%,40.47,-1.87%,-2.59%,1.70,130.79,0.67,23.58,-4.42%,87180,10/22/2020 4:30:00 PM,42.00,12/17/1987,23.58,0.00%
1622,"CYBR","CyberArk Software Ltd.","Technology","Software - Infrastructure","Israel",5822.45,2179.71,114.12,,12.95,8.83,6.58,50.94,,0.00%,0.07,27.70%,-26.94%,37.10%,,33.30%,-204.90%,-1.40%,38.80,38.46,0.24%,0.00%,88.50%,-0.04%,5.65%,4.21,0.20%,0.40%,5.00%,4.50,4.50,0.74,0.74,82.90%,2.30%,0.70%,-5.58%,34.62%,35.45%,39.98%,13.22%,-5.58%,1.38,6.32,4.18%,4.93%,7.48%,26.42%,42.89%,-7.86%,62.09%,-7.86%,121.83%,63.78,1.98%,-0.91%,1.90,516.33,0.89,154.18,1.05%,459173,11/10/2020 8:30:00 AM,138.15,9/24/2014,154.18,0.00%
1623,"CYCC","Cyclacel Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",43.41,,,,,1.76,1.88,,,,-5.26,20.50%,27.00%,46.00%,,,79.10%,,4.86,3.72,2.81%,0.00%,22.40%,211.29%,5.69%,0.51,-38.50%,-44.60%,,15.10,15.10,0.00,0.00,,,,13.44%,100.00%,123.17%,99.55%,-41.71%,13.44%,1.24,0.73,7.03%,13.08%,46.69%,99.58%,103.80%,3.59%,205.45%,-51.37%,205.45%,74.68,4.84%,2.60%,1.70,417.71,1.13,9.53,7.56%,471253,11/11/2020 4:30:00 PM,,3/16/2004,,
1624,"CYCN","Cyclerion Therapeutics, Inc.","Healthcare","Biotechnology","USA",109.99,,,,30.55,1.39,1.65,,,,-2.97,-6.80%,83.50%,,,,41.10%,-71.40%,32.10,28.85,1.80%,19.96%,72.20%,0.30%,2.05%,1.00,-57.80%,-105.50%,-128.00%,4.30,4.30,0.00,0.05,,,,6.54%,4.82%,-51.92%,-39.41%,2.84%,6.54%,,0.18,5.33%,5.58%,3.67%,11.80%,-25.01%,-4.93%,50.46%,-63.39%,57.93%,57.40,0.00%,0.61%,3.00,591.07,0.25,3.28,0.61%,148988,,4.00,3/18/2019,3.28,0.00%
1625,"CYD","China Yuchai International Limited","Industrials","Specialty Industrial Machinery","Singapore",689.28,8.10,4.97,0.81,0.24,0.52,,,4.91%,276.80%,2.14,-13.00%,10.49%,-5.50%,10.00%,1.90%,66.40%,34.70%,40.86,15.84,49.70%,0.00%,22.90%,-0.08%,0.23%,0.82,,6.40%,8.90%,,,0.00,0.30,16.40%,5.90%,3.00%,5.94%,3.96%,-1.93%,19.38%,29.18%,5.94%,1.26,0.55,3.34%,3.11%,7.04%,4.81%,18.55%,-3.66%,14.67%,-12.64%,130.37%,62.68,4.50%,-1.04%,2.00,44.47,0.64,17.90,3.41%,28348,,21.97,12/16/1994,,
1626,"CYH","Community Health Systems, Inc.","Healthcare","Medical Care Facilities","USA",1000.02,,,,0.08,,0.55,0.54,,,-1.54,15.10%,-51.60%,-45.30%,8.00%,-6.70%,748.90%,-3.70%,115.02,112.30,2.20%,-82.58%,75.00%,-12.09%,6.41%,2.59,-1.10%,8.10%,3.90%,1.30,1.20,,,83.50%,7.90%,-1.40%,8.21%,-4.63%,73.28%,161.89%,233.61%,8.21%,2.07,0.46,7.04%,5.51%,-0.38%,-3.17%,57.40%,-29.35%,62.50%,-29.35%,246.67%,49.55,-1.52%,-1.49%,3.20,2778.25,0.49,7.80,-2.99%,1372545,10/27/2020 4:30:00 PM,6.22,6/9/2000,7.80,0.00%
1627,"CYRN","CYREN Ltd.","Technology","Software - Infrastructure","USA",72.50,,,,1.93,4.62,5.62,,,,-0.30,9.80%,-13.60%,-5.90%,20.00%,3.80%,-24.80%,-4.20%,60.58,26.89,2.80%,0.00%,67.30%,,0.05%,0.04,-26.60%,-86.60%,-50.60%,1.00,1.00,1.25,1.25,59.40%,-45.20%,-47.00%,16.50%,10.09%,20.60%,-0.83%,-13.67%,16.50%,0.73,0.13,11.24%,13.32%,10.30%,17.83%,10.15%,-31.43%,37.93%,-39.09%,287.10%,58.02,0.84%,-0.83%,2.00,352.55,1.76,1.20,0.00%,622029,11/16/2020 4:30:00 PM,1.50,7/13/1999,1.18,-1.67%
1628,"CYRX","Cryoport, Inc.","Industrials","Integrated Freight & Logistics","USA",2189.29,,1155.10,,55.29,18.44,10.79,,,,-0.57,-62.10%,107.80%,25.80%,,53.90%,16.50%,16.70%,39.15,39.07,1.50%,-5.09%,96.10%,2.68%,19.02%,10.73,-11.30%,-17.70%,-14.00%,16.10,16.10,0.93,0.93,54.00%,-53.10%,-55.90%,28.99%,10.18%,15.75%,68.05%,217.26%,28.99%,1.13,3.42,6.49%,7.33%,14.13%,15.46%,51.31%,-12.01%,42.58%,-12.01%,328.52%,62.42,1.59%,-3.04%,1.60,692.43,0.68,55.75,-1.50%,471378,11/5/2020 4:30:00 PM,55.29,1/31/2005,55.75,0.00%
1629,"CYTH","Cyclo Therapeutics, Inc.","Healthcare","Biotechnology","USA",21.31,,,,21.31,,9.69,,,,-0.07,-33.80%,53.20%,-42.80%,,-8.50%,29.60%,-33.30%,151.95,4.11,7.90%,0.00%,0.10%,-97.83%,0.12%,0.00,-278.20%,,-838.30%,0.90,0.80,,,92.70%,,,16.09%,-41.28%,-61.15%,-63.00%,-81.96%,16.09%,-1.08,1.19,15.69%,15.83%,0.88%,-37.90%,-64.57%,-69.81%,41.18%,-84.00%,41.18%,44.21,-2.04%,-2.97%,2.00,1024.96,0.27,4.80,-4.95%,281008,,,10/26/1994,,
1630,"CYTK","Cytokinetics, Incorporated","Healthcare","Biotechnology","USA",1523.80,,,,28.06,9.84,3.71,,,,-1.91,-8.20%,-15.80%,-38.80%,15.00%,-10.60%,90.80%,583.60%,68.28,63.82,1.00%,-49.74%,,5.76%,12.95%,6.45,-36.40%,,-83.50%,15.20,15.20,0.90,0.00,,,,3.71%,29.35%,34.69%,-15.49%,87.47%,3.71%,1.34,1.22,6.71%,6.82%,-3.61%,9.17%,0.01%,-10.11%,34.32%,-33.64%,150.00%,50.16,-7.96%,0.84%,2.10,1281.86,0.69,20.00,-7.19%,890468,11/4/2020 4:30:00 PM,24.89,4/29/2004,20.00,0.00%
1631,"CZA","Invesco Zacks Mid-Cap ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74%,2.01%,12.49%,27.98%,1.48%,2.74%,,1.05,1.56%,1.16%,2.09%,4.40%,18.96%,-0.90%,18.63%,-2.43%,90.59%,61.43,1.54%,-2.03%,,11.39,0.54,77.80,-0.52%,6109,,,4/3/2007,77.74,-0.08%
1632,"CZNC","Citizens & Northern Corporation","Financial","Banks - Regional","USA",335.90,16.31,15.73,,4.63,1.11,1.91,119.96,5.20%,84.70%,1.27,-18.50%,-20.48%,1.10%,,7.10%,-53.70%,26.00%,15.78,15.43,2.30%,4.37%,26.40%,0.16%,1.04%,5.39,1.00%,6.80%,19.80%,,,0.06,0.06,,80.10%,24.50%,4.64%,5.17%,17.02%,13.26%,-25.80%,4.64%,0.37,0.72,4.71%,3.20%,4.06%,8.57%,12.58%,-3.50%,23.58%,-28.30%,38.74%,58.49,0.44%,-0.72%,2.00,29.81,0.69,20.70,-0.29%,20596,,23.00,4/5/1994,20.70,0.00%
1633,"CZR","Caesars Entertainment, Inc.","Consumer Cyclical","Resorts & Casinos","USA",16258.02,,,,6.33,3.55,,,,,-8.41,-15.30%,65.50%,32.80%,27.50%,47.50%,,107.60%,208.28,198.56,0.50%,-5.54%,92.10%,0.59%,5.90%,4.07,-10.20%,-78.20%,7.70%,2.50,2.50,8.23,8.25,45.30%,-25.30%,-53.60%,6.10%,4.69%,43.95%,96.26%,32.91%,6.10%,3.19,3.10,4.68%,4.23%,4.95%,16.49%,73.76%,-2.16%,81.73%,-2.16%,1200.17%,63.02,1.28%,-1.93%,2.00,2875.50,0.50,78.27,-0.67%,1444605,11/5/2020 4:30:00 PM,85.00,2/8/2012,78.28,0.01%
1634,"CZWI","Citizens Community Bancorp, Inc.","Financial","Banks - Regional","USA",122.73,9.90,10.26,,1.91,0.78,0.91,7.05,1.93%,18.20%,1.10,640.00%,-0.28%,9.60%,,21.30%,181.80%,-6.20%,11.23,10.53,0.90%,20.48%,52.30%,,0.03%,0.14,0.80%,8.10%,19.10%,,,0.37,0.37,,68.50%,19.20%,-0.09%,8.69%,51.32%,60.71%,-9.78%,-0.09%,1.17,0.35,3.29%,3.18%,1.80%,15.27%,44.33%,-3.99%,49.19%,-11.24%,107.90%,62.10,0.88%,-0.37%,2.00,19.41,0.34,10.94,0.51%,6537,,10.83,3/30/2004,10.86,-0.69%
1635,"CZZ","Cosan Limited","Energy","Oil & Gas Refining & Marketing","Brazil",2380.28,33.93,13.67,3.25,,3.06,,,0.59%,,0.55,-4.00%,41.20%,27.22%,10.45%,,-60.20%,0.50%,127.08,107.69,16.05%,0.00%,55.27%,,1.87%,2.58,,,,,,,,,,,1.63%,0.92%,25.96%,10.89%,-16.27%,1.63%,,0.73,2.99%,3.42%,-0.93%,4.80%,16.49%,-6.20%,37.38%,-20.75%,115.54%,51.22,0.76%,-2.24%,2.20,781.58,0.64,18.45,-1.49%,500486,,20.18,8/16/2007,18.45,0.00%
1636,"D","Dominion Energy, Inc.","Utilities","Utilities - Diversified","USA",59521.85,37.44,18.84,,3.94,2.55,144.12,,3.44%,697.20%,1.96,-56.50%,9.44%,-5.90%,-0.93%,5.90%,-66.30%,-4.60%,833.80,813.34,0.10%,-19.97%,69.90%,0.03%,1.10%,2.08,0.40%,1.70%,3.20%,1.10,1.00,1.38,1.60,99.70%,12.10%,3.00%,-2.66%,-2.07%,-10.80%,-0.52%,-10.64%,-2.66%,0.35,1.46,2.26%,1.73%,-2.22%,-7.11%,-8.17%,-16.42%,0.04%,-20.05%,25.75%,38.15,-0.44%,-0.29%,2.40,4294.79,0.63,72.67,-0.72%,2707221,11/5/2020 8:30:00 AM,84.29,5/20/1983,72.67,0.00%
1637,"DAC","Danaos Corporation","Industrials","Marine Shipping","Greece",559.49,4.41,2.93,1.47,1.24,0.68,5.26,3.98,,0.00%,6.24,361.00%,31.73%,78.60%,3.00%,-4.10%,-21.60%,6.40%,24.57,11.39,58.70%,0.00%,28.20%,-35.41%,6.21%,1.58,5.40%,15.40%,8.80%,0.70,0.70,1.22,1.35,73.40%,43.30%,31.90%,28.23%,90.83%,207.04%,678.47%,191.41%,28.23%,1.72,1.59,8.92%,8.39%,44.57%,94.25%,294.85%,7.00%,283.29%,7.00%,1111.20%,88.57,11.98%,-1.60%,2.00,447.88,2.24,30.28,10.19%,1003971,,14.50,10/6/2006,30.28,0.00%
1638,"DADA","Dada Nexus Limited","Consumer Cyclical","Internet Retail","China",9752.97,,,,12.86,13.12,17.52,,,,-1.60,-3.10%,42.30%,,,,74.80%,-32.00%,224.61,22.36,2.79%,0.00%,15.80%,6.98%,32.82%,2.98,-42.30%,193.00%,24.20%,2.80,2.80,0.00,0.11,15.10%,-36.10%,-46.90%,18.27%,8.17%,59.12%,39.98%,,18.27%,,3.54,7.89%,7.78%,15.76%,14.30%,48.79%,-26.16%,62.09%,-26.16%,209.85%,61.16,7.79%,-2.78%,1.80,2463.24,0.78,45.24,4.80%,1909558,11/19/2020 4:30:00 PM,45.50,6/5/2020,45.24,0.00%
1639,"DAIO","Data I/O Corporation","Technology","Electronic Components","USA",37.99,,,,1.78,1.91,2.92,,,,-0.34,-176.30%,51.50%,-24.90%,,-0.30%,18.00%,55.30%,8.39,7.57,2.40%,0.00%,40.50%,,0.10%,0.16,-10.40%,-13.50%,-6.10%,4.20,3.30,0.00,0.00,55.40%,-8.90%,-13.20%,12.86%,14.81%,28.10%,24.66%,6.90%,12.86%,1.24,0.30,7.64%,7.21%,14.84%,24.72%,42.28%,3.09%,53.37%,3.09%,113.68%,65.61,7.53%,0.00%,,47.46,2.46,5.00,7.53%,116641,10/29/2020 4:30:00 PM,5.00,5/5/1981,,
1640,"DAKT","Daktronics, Inc.","Technology","Computer Hardware","USA",333.19,,22.70,,0.63,1.23,4.71,7.84,,,-0.06,150.80%,53.33%,-52.90%,10.00%,-0.20%,-52.70%,-27.20%,44.89,,4.40%,0.00%,41.10%,0.21%,,7.91,-0.80%,-1.60%,0.20%,2.00,1.40,0.00,0.00,23.30%,0.70%,-0.60%,11.54%,12.50%,27.63%,25.48%,-13.00%,11.54%,0.67,0.22,4.02%,5.10%,6.34%,14.08%,19.88%,-4.40%,34.28%,-17.95%,41.19%,63.33,0.97%,-1.15%,3.00,195.42,0.81,5.21,-0.19%,157516,12/2/2020 8:30:00 AM,5.00,2/10/1994,5.21,0.00%
1641,"DAL","Delta Air Lines, Inc.","Industrials","Airlines","USA",25656.02,,,,1.04,7.57,1.19,,,,-16.61,28.70%,96.80%,56.40%,,3.10%,-467.20%,-75.60%,635.00,632.88,0.20%,-19.60%,61.50%,0.29%,1.95%,0.80,-14.80%,-101.00%,19.60%,1.30,1.20,8.88,10.39,40.10%,-41.60%,-42.90%,-0.47%,-5.64%,22.46%,47.73%,-32.12%,-0.47%,1.43,1.34,3.42%,3.18%,-2.53%,2.70%,29.36%,-9.94%,37.13%,-36.92%,125.07%,47.72,0.59%,-2.10%,2.40,15529.76,0.75,39.41,-1.52%,11572942,1/14/2021 8:30:00 AM,43.29,4/26/2007,39.36,-0.13%
1642,"DALI","First Trust Dorsey Wright DALI 1 ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.24%,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,3.95%,7.16%,27.04%,30.75%,10.78%,3.95%,,0.26,1.56%,0.97%,3.89%,9.93%,23.08%,-0.04%,25.14%,-0.31%,68.66%,72.67,1.16%,-1.15%,,46.90,0.13,22.60,0.00%,5971,,,5/15/2018,22.54,-0.27%
1643,"DALT","Anfield Capital Diversified Alternatives ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,2.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19%,4.40%,12.90%,20.26%,-4.28%,2.19%,,0.11,0.97%,1.01%,1.77%,5.77%,16.40%,-1.36%,17.25%,-9.69%,82.65%,64.59,1.87%,-2.90%,,33.82,0.19,9.79,-1.09%,6293,,,9/29/2017,,
1644,"DAN","Dana Incorporated","Consumer Cyclical","Auto Parts","USA",3230.80,244.83,10.29,,0.46,1.85,3.30,15.76,,201.90%,0.09,-46.60%,310.47%,-3.70%,-3.29%,5.40%,-59.60%,-7.90%,144.50,143.54,0.10%,-32.94%,97.30%,0.15%,1.93%,2.30,0.20%,0.80%,7.20%,2.00,1.40,1.67,1.69,9.10%,1.70%,0.20%,11.63%,13.49%,44.98%,82.34%,27.95%,11.63%,2.62,0.92,6.20%,4.01%,9.42%,21.31%,59.63%,-3.44%,57.84%,-3.44%,415.40%,67.36,4.92%,-4.86%,2.00,1205.58,1.20,21.75,-0.18%,1446670,10/28/2020 8:30:00 AM,21.22,1/2/2008,21.75,0.00%
1645,"DAO","Youdao, Inc.","Communication Services","Internet Content & Information","China",3211.23,,,,8.42,,18.36,52.39,,,-2.48,-212.00%,9.90%,,,,-193.80%,159.00%,113.50,21.07,7.12%,0.00%,74.60%,1.54%,8.05%,3.58,-71.10%,,-51.20%,0.60,0.60,,,42.50%,-63.00%,-61.10%,10.74%,5.27%,1.31%,-25.98%,85.01%,10.74%,,1.66,8.04%,6.17%,6.96%,4.63%,0.06%,-13.90%,24.11%,-39.79%,93.53%,55.10,0.74%,-2.96%,1.80,474.08,0.53,28.72,-2.25%,251204,11/19/2020 8:30:00 AM,39.74,10/25/2019,28.72,0.00%
1646,"DAR","Darling Ingredients Inc.","Consumer Defensive","Packaged Foods","USA",10761.16,22.03,31.83,,3.15,3.80,163.54,39.69,,0.00%,2.95,212.40%,9.72%,36.70%,,-3.20%,296.10%,1.00%,162.26,160.00,1.30%,-15.62%,99.80%,0.52%,2.54%,2.96,9.20%,18.80%,9.70%,1.50,0.80,0.52,0.53,24.90%,19.10%,14.50%,12.74%,28.26%,60.41%,168.94%,128.26%,12.74%,1.28,2.53,6.56%,4.23%,15.48%,29.08%,95.48%,-2.34%,58.69%,-2.34%,546.05%,76.42,3.68%,-1.78%,1.90,1372.09,0.73,66.22,1.83%,1003782,11/3/2020 4:30:00 PM,58.18,9/9/1994,66.22,0.00%
1647,"DARE","Dare Bioscience, Inc.","Healthcare","Biotechnology","USA",52.80,,,,,,9.78,,,,-0.90,38.00%,12.30%,43.00%,,,-18.10%,,37.99,35.44,8.30%,0.00%,5.90%,,1.47%,0.51,-269.50%,,,0.90,0.90,,,,,,2.99%,5.34%,27.78%,38.69%,64.29%,2.99%,2.23,0.11,6.18%,8.88%,2.49%,7.70%,20.59%,-16.87%,40.79%,-40.09%,77.33%,51.49,-3.62%,0.00%,2.00,1022.52,0.70,1.33,-3.62%,712260,11/12/2020 4:30:00 PM,,4/10/2014,,
